,country,study,doi,subregion,start_year,end_year,class_consumed,ab_consumed,amt_consumed,percent_isolates_resistant,notes,pathogen,ab_for_resistance,class_for_resistance,ab_setting,pathogen_setting,units,Region,income_group
5366,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2017,Cephalosporin (undefined and 1st/2nd gen),Ceftazidime,42,69,DDD/1000 bed-days,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5367,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2018,Cephalosporin (undefined and 1st/2nd gen),Ceftazidime,20,72,DDD/1000 bed-days,Klebsiella spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5368,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Carbapenems,Imipenem,27,0,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5369,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Carbapenems,Imipenem,44,0,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5370,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2017,Carbapenems,Imipenem,24,1,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5371,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2018,Carbapenems,Imipenem,19,30,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5372,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Carbapenems,Imipenem,99,0,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5373,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Carbapenems,Imipenem,135,0,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5374,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2017,Carbapenems,Imipenem,99,2,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5375,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2018,Carbapenems,Imipenem,92,26,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5376,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Carbapenems,Imipenem,60,0,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5377,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Carbapenems,Imipenem,70,0,DDD/1000 bed-days,Klebsiella spp.,NA,Carbapenems,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5378,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2018,Aminoglycosides,Amikacin,33,10,DDD/1000 bed-days,Klebsiella spp.,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5379,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Aminoglycosides,Amikacin,33,2,DDD/1000 bed-days,Klebsiella spp.,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5380,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Aminoglycosides,Amikacin,47,5,DDD/1000 bed-days,Klebsiella spp.,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5381,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2017,Aminoglycosides,Amikacin,26,6,DDD/1000 bed-days,Klebsiella spp.,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5382,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2017,Fluoroquinolones,Ciprofloxacin,12,70,DDD/1000 bed-days,Klebsiella spp.,NA,Quinolones,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5383,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Aminoglycosides,Amikacin,42,1,DDD/1000 bed-days,Klebsiella spp.,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5384,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Aminoglycosides,Amikacin,49,2,DDD/1000 bed-days,Klebsiella spp.,NA,Aminoglycosides,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5385,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Cephalosporin (undefined and 1st/2nd gen),Ceftazidime,78,61,DDD/1000 bed-days,Enterobacter spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5386,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Fluoroquinolones,Ciprofloxacin,14,65,DDD/1000 bed-days,Klebsiella spp.,NA,Quinolones,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5387,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2018,Fluoroquinolones,Ciprofloxacin,40,77,DDD/1000 bed-days,Klebsiella spp.,NA,Quinolones,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5388,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2016,Fluoroquinolones,Ciprofloxacin,22,54,DDD/1000 bed-days,Klebsiella spp.,NA,Quinolones,hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5389,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2018,Cephalosporin (undefined and 1st/2nd gen),Ceftazidime,8,55,DDD/1000 bed-days,Enterobacter spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5390,Peru,Antibiotic Consumption and Its Relationship with Bacterial Resistance Profiles in ESKAPE Pathogens in a Peruvian Hospital,https://doi.org/10.3390/antibiotics10101221,Peru,NA,2015,Cephalosporin (undefined and 1st/2nd gen),Ceftazidime,44,54,DDD/1000 bed-days,Enterobacter spp.,NA,Cephalosporin (undefined and 1st/2nd gen),hospital,Hospital + community,DDD/1000 bed days,Latin America & Caribbean,Upper middle income
5391,Philippines,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Philippines,2017,2017,Quinolones,Quinolones,0,32,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,K. pneumoniae,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,East Asia & Pacific,Lower middle income
5392,Philippines,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Philippines,2017,2017,Quinolones,Quinolones,0,39,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,E. coli,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,East Asia & Pacific,Lower middle income
5393,Philippines,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Philippines,2017,2017,Quinolones,Quinolones,0,40,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,A. baumannii,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,East Asia & Pacific,Lower middle income
5394,Philippines,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Philippines,2017,2017,Quinolones,Quinolones,0,18,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,P. aeruginosa,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,East Asia & Pacific,Lower middle income
5395,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,total abx,total abx,22,23,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5396,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Tetracyclines,Tetracyclines,3,23,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5397,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",2,23,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5398,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Fluoroquinolones,Fluoroquinolones,1,23,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5399,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,20,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5400,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Fluoroquinolones,Fluoroquinolones,1,28,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Tetracycline,Tetracycline,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5401,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",2,28,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Tetracycline,Tetracycline,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5402,Poland,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Poland,2017,2017,Quinolones,Quinolones,1,38,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,E. coli,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5403,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,2,4,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5404,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,2,28,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Tetracycline,Tetracycline,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5405,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Fluoroquinolones,Fluoroquinolones,1,48,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Trimetoprim-sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5406,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,2,23,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5407,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,total abx,total abx,22,20,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5408,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,2,20,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5409,Poland,Outpatient antibiotic use in Europe and association with resistance: a cross-national database study,10.1016/S0140-6736(05)17907-0,Poland ,2000,2000,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",9,13,DDD/1000 inhabitants/day,S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5410,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Tetracyclines,Tetracyclines,3,28,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Tetracycline,Tetracycline,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5411,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Fluoroquinolones,Fluoroquinolones,1,20,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5412,Poland,Country-level association between antimicrobial consumption and resistance in Neisseria meningitidis: An ecological study,https://doi.org/10.1016/j.jiph.2022.01.012,Poland,NA,NA,Cephalosporin (undefined and 1st/2nd gen),Cephalosporin (undefined and 1st/2nd gen),2,2,"DDD/1000 inhabitant days, decreased susceptibility",N. meningitis,Ciprofloxacin,Quinolones,community,Hospital + community,DDD/1000 inhabitant days,Europe & Central Asia,High income
5413,Poland,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Poland,2017,2017,Quinolones,Quinolones,1,68,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,K. pneumoniae,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5414,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",2,4,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5415,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Tetracyclines,Tetracyclines,3,20,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5416,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,13,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Multi-Drug Resistant,MDR,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5417,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,2,48,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Trimetoprim-sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5418,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",2,20,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5419,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Tetracyclines,Tetracyclines,3,13,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Multi-Drug Resistant,MDR,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5420,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",2,13,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Multi-Drug Resistant,MDR,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5421,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",2,48,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Trimetoprim-sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5422,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Tetracyclines,Tetracyclines,3,4,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5423,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,28,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Tetracycline,Tetracycline,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5424,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,23,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Penicillin,"Beta lactam antibacterials, penicillins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5425,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,"Beta lactam antibacterials, penicillins","Beta lactam antibacterials, penicillins",11,4,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5426,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Tetracyclines,Tetracyclines,3,48,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Trimetoprim-sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5427,Poland,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Poland,2017,2017,Quinolones,Quinolones,1,83,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,A. baumannii,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5428,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Sulfonamide and Trimethoprim,Sulfonamide and Trimethoprim,2,13,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Multi-Drug Resistant,MDR,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5429,Poland,Country-level association between antimicrobial consumption and resistance in Neisseria meningitidis: An ecological study,https://doi.org/10.1016/j.jiph.2022.01.012,Poland,NA,NA,Fluoroquinolones,Fluoroquinolones,1,2,"DDD/1000 inhabitant days, decreased susceptibility",N. meningitis,Ciprofloxacin,Quinolones,community,Hospital + community,DDD/1000 inhabitant days,Europe & Central Asia,High income
5430,Poland,The use and resistance to antibiotics in the community,10.1016/s0924-8579(02)00394-1,Poland,1997,1998,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",3,12,DDD/1000 inhabitants/day  ,S. pyogenes,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5431,Poland,The use and resistance to antibiotics in the community,10.1016/s0924-8579(02)00394-1,Poland,1997,1998,"Macrolides, Lincosamides and Streptogramins","Macrolides, Lincosamides and Streptogramins",3,NA,DDD/1000 inhabitants/day  ,S. pneumoniae,Erythromycin,"Macrolides, Lincosamides and Streptogramins",community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5432,Poland,"Positive Association between the Use of Quinolones in Food Animals and the Prevalence of Fluoroquinolone Resistance in E. coli and K. pneumoniae, A. baumannii and P. aeruginosa: A Global Ecological Analysis",https://doi.org/10.3390/antibiotics10101193,Poland,2017,2017,Quinolones,Quinolones,1,39,DDD/1000/inhabs/day -- converted from DDD/1000 inhabitants/year,P. aeruginosa,Fluoroquinolone,Quinolones,community,community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5433,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,total abx,total abx,22,28,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Tetracycline,Tetracycline,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5434,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,total abx,total abx,22,48,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Trimetoprim-sulfamethoxazole,Sulfonamide and Trimethoprim,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
5435,Poland,Antimicrobial use in Europe and antimicrobial resistance in Streptococcus pneumoniae,10.1007/s10096-007-0321-5,Poland,1998,2005,Fluoroquinolones,Fluoroquinolones,1,4,"DDD/1000 inhabitants/day, resistance = intermediate resistance and resistant",S. pneumoniae,Ciprofloxacin,Quinolones,community,Community,DDD/1000 inhabitants/day,Europe & Central Asia,High income
