"ISO3","Year","PC1","PC2","PC3","GDP"
"VCT",2018,-1.20637598384455,-3.86904105346579,1.07858403082981,15963.62291
"VCT",2019,0.510897024806981,-3.7499350108194,1.40026861629652,16186.34525
"SDN",2001,-5.66731536643532,5.43578272766542,1.45879661695847,3701.548828
"SDN",2002,-5.68799411189874,5.29520354525586,1.40676529445358,3814.313232
"SDN",2003,-6.26397199379224,5.4297504708197,1.54447632361172,3946.922607
"SDN",2004,-6.30656743599984,5.32519530361776,1.49185727981181,4041.057129
"SDN",2005,-6.44062618113735,5.24548135643067,1.238430645142,4152.322754
"SDN",2006,-6.38248323361066,5.13852623463513,1.23937172742871,4299.974121
"SDN",2007,-6.32150024678895,5.20895016251332,1.29826774222354,4415.785156
"SDN",2008,-6.38766769368765,4.91503520982149,1.0190360659343,4446.409668
"SDN",2009,-6.35560609666423,4.84722409965261,1.01984033463985,4188.054688
"SDN",2010,-6.3218593626442,4.97993098675705,1.07970638103495,4219.836914
"SDN",2011,-6.30830900562637,4.96303214302518,1.08223768246487,4467.625977
"SDN",2012,-6.288957426139,4.919013651678,1.0829332563785,4145.931641
"SDN",2013,-6.42070048916225,4.77840969176062,1.04356836391313,4130.48584
"SDN",2014,-6.38395162781904,4.6697066175111,1.04174851722248,4207.500488
"SDN",2015,-6.35389757679663,4.59709445427563,1.03876362422196,4159.194336
"SDN",2016,-6.31530933329717,4.5075234934146,1.03327587386069,4174.561035
"SDN",2017,-6.25937688127576,4.3426871249625,1.02480669858564,4061.018311
"SDN",2018,-6.23178839449272,4.2645868643124,1.01475685166974,3816.659912
"SDN",2019,-5.99356704664794,4.71527599971048,1.17888302105934,3625.523193
"SUR",2001,-4.32110070188608,1.03087760289161,1.52256496389718,16556.94406
"SUR",2002,-4.14797113743396,0.734699802212666,1.53233713994712,16678.07187
